id;name;|N|;|E|;avg(deg(n));|Ne|;cycles;|C|;|POSITIVE|;|ONCE|;|NEGATIVE|;|MAX_ONCE|;number_SCC;avg_SCC;CYC
50;250_hard_existing_cfg;70;94;2.69;1;13;5;2;2;1;0;35;2.00;26
51;251_hard_existing_cfg;86;119;2.77;1;12;6;1;2;1;2;57;1.51;35
52;252_hard_existing_cfg;71;91;2.56;1;13;5;1;4;0;0;5;14.20;22
53;253_hard_existing_cfg;77;110;2.86;1;11;6;1;2;2;1;51;1.51;35
54;254_hard_existing_cfg;71;95;2.68;1;19;5;2;1;1;1;10;7.10;26
55;255_hard_existing_cfg;70;88;2.51;1;17;5;0;0;3;2;5;14.00;20
56;256_hard_existing_cfg;91;126;2.77;1;20;7;3;1;1;2;11;8.27;37
57;257_hard_existing_cfg;66;91;2.76;1;15;5;1;1;3;0;11;6.00;27
58;258_hard_existing_cfg;90;119;2.64;1;0;6;2;2;0;2;90;1.00;31
59;259_hard_existing_cfg;72;95;2.64;1;0;5;2;3;0;0;72;1.00;25
60;260_hard_existing_cfg;84;111;2.64;1;0;6;2;0;1;3;84;1.00;29
61;261_hard_existing_cfg;71;94;2.65;1;4;5;2;2;0;1;33;2.15;25
62;262_hard_existing_cfg;74;100;2.70;1;5;5;1;1;1;2;39;1.90;28
63;263_hard_existing_cfg;64;95;2.97;1;0;5;0;4;1;0;64;1.00;33
64;264_hard_existing_cfg;65;98;3.02;1;1;5;1;2;1;1;62;1.05;35
65;265_hard_existing_cfg;100;147;2.94;1;2;7;4;0;2;1;34;2.94;49
66;266_hard_existing_cfg;83;120;2.89;1;6;6;0;2;1;3;13;6.38;39
67;267_hard_existing_cfg;65;85;2.62;1;0;5;0;4;0;1;65;1.00;22
68;268_hard_existing_cfg;108;168;3.11;1;1;8;6;0;1;1;81;1.33;62
69;269_hard_existing_cfg;69;96;2.78;1;9;5;0;4;0;1;36;1.92;29
70;270_hard_existing_cfg;93;132;2.84;1;6;7;4;2;1;0;34;2.74;41
71;271_hard_existing_cfg;97;151;3.11;1;0;7;1;1;2;3;97;1.00;56
72;272_hard_existing_cfg;62;94;3.03;1;0;5;2;1;0;2;62;1.00;34
73;273_hard_existing_cfg;86;127;2.95;1;7;6;1;2;0;3;30;2.87;43
74;274_hard_existing_cfg;82;123;3.00;1;2;6;3;1;2;0;49;1.67;43
75;275_hard_existing_cfg;74;110;2.97;1;2;5;2;1;1;1;61;1.21;38
76;276_hard_existing_cfg;63;85;2.70;1;7;5;2;0;1;2;15;4.20;24
77;277_hard_existing_cfg;106;157;2.96;1;9;8;2;2;1;3;60;1.77;53
78;278_hard_existing_cfg;61;83;2.72;1;10;5;1;4;0;0;36;1.69;24
79;279_hard_existing_cfg;112;158;2.82;1;4;8;2;1;1;4;35;3.20;48
80;280_hard_existing_cfg;76;114;3.00;1;6;6;1;1;0;4;38;2.00;40
81;281_hard_existing_cfg;115;174;3.03;1;6;8;2;0;2;4;73;1.58;61
82;282_hard_existing_cfg;62;100;3.23;1;0;5;1;0;1;3;62;1.00;40
83;283_hard_existing_cfg;90;141;3.13;1;0;6;1;1;2;2;90;1.00;53
84;284_hard_existing_cfg;63;104;3.30;1;1;5;1;1;1;2;17;3.71;43
85;285_hard_existing_cfg;118;192;3.25;1;4;8;0;1;2;5;83;1.42;76
86;286_hard_existing_cfg;73;106;2.90;1;3;5;1;0;1;3;19;3.84;35
87;287_hard_existing_cfg;85;124;2.92;1;2;6;2;0;0;4;79;1.08;41
88;288_hard_existing_cfg;86;117;2.72;1;4;6;0;4;1;1;17;5.06;33
89;289_hard_existing_cfg;63;103;3.27;1;0;5;2;0;3;0;63;1.00;42
90;290_hard_existing_cfg;76;107;2.82;1;8;6;2;2;2;0;28;2.71;33
91;291_hard_artificial;100;129;2.58;33;3;7;3;1;1;2;87;1.15;31
92;292_hard_artificial;119;211;3.55;27;11;7;2;1;2;2;69;1.72;94
93;293_hard_artificial;74;124;3.35;17;5;7;2;1;3;1;56;1.32;52
94;294_hard_artificial;95;134;2.82;35;5;7;1;2;1;3;73;1.30;41
95;295_hard_artificial;96;157;3.27;22;17;8;3;2;2;1;40;2.40;63
96;296_hard_artificial;61;115;3.77;10;16;7;2;3;1;1;20;3.05;56
97;297_hard_artificial;100;144;2.88;40;1;5;2;1;1;1;90;1.11;46
98;298_hard_artificial;88;98;2.23;47;1;9;2;2;3;2;84;1.05;12
99;299_hard_artificial;93;149;3.20;27;3;5;1;1;1;2;85;1.09;58
100;300_hard_artificial;83;135;3.25;22;7;9;1;2;3;3;66;1.26;54
